id,json
772,"[1, 2, 3, 4, 5, 6, 7, 8, 9]"
773,"[40, 20, 90, 10]"
774,[-5]
775,"[2, -0]"
776,"[2, -5, -5]"
777,"[1, 1, 1, 1, 1]"
778,"[1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25]"
779,"[40, 20, 90, 10]"
780,[-5]
781,"[2, -0]"
782,"[2, -5, -5]"
783,"[1, 1, 1, 1, 1]"
784,"[1, 2, 3, 4, 5, 6, 7, 8, 9]"
785,"[40, 20, 90, 10]"
786,[-5]
787,"[1, 2, 3, 4, 5, 6, 7, 8, 9]"
788,"[40, 20, 90, 10]"
789,[-5]
790,"[2, -0]"
791,"[2, -5, -5]"
792,"[1, 1, 1, 1, 1]"
793,"[1, 2, 3, 4, 5, 6, 7, 8, 9]"
794,"[40, 20, 90, 10]"
795,[-5]
796,"[2, -0]"
797,"[2, -5, -5]"
798,"[1, 1, 1, 1, 1]"
799,"[1, 2, 3, 4, 5, 6, 7, 8, 9]"
800,"[40, 20, 90, 10]"
801,[-5]
802,"[2, -0]"
803,"[2, -5, -5]"
804,"[1, 1, 1, 1, 1]"
805,"[1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25]"
806,"[40, 20, 90, 10]"
807,[-5]
808,"[2, -0]"
809,"[2, -5, -5]"
810,"[1, 1, 1, 1, 1]"
811,"[1, 2, 3, 4, 5, 6, 7, 8, 9]"
812,"[40, 20, 90, 10]"
813,[-5]
814,"[1, 2, 3, 4, 5, 6, 7, 8, 9]"
815,"[40, 20, 90, 10]"
816,[-5]
817,"[2, -0]"
818,"[2, -5, -5]"
819,"[1, 1, 1, 1, 1]"
820,"[1, 2, 3, 4, 5, 6, 7, 8, 9]"
821,"[40, 20, 90, 10]"
822,[-5]
823,"[2, -0]"
824,"[2, -5, -5]"
825,"[1, 1, 1, 1, 1]"
826,"[1, 2, 3, 4, 5, 6, 7, 8, 9]"
827,"[40, 20, 90, 10]"
828,[-5]
829,"[2, -0]"
830,"[2, -5, -5]"
831,"[1, 1, 1, 1, 1]"
832,"[1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25]"
833,"[40, 20, 90, 10]"
834,[-5]
835,"[2, -0]"
836,"[2, -5, -5]"
837,"[1, 1, 1, 1, 1]"
838,"[1, 2, 3, 4, 5, 6, 7, 8, 9]"
839,"[40, 20, 90, 10]"
840,[-5]
841,"[1, 2, 3, 4, 5, 6, 7, 8, 9]"
842,"[40, 20, 90, 10]"
843,[-5]
844,"[2, -0]"
845,"[2, -5, -5]"
846,"[1, 1, 1, 1, 1]"
847,"[1, 2, 3, 4, 5, 6, 7, 8, 9]"
848,"[40, 20, 90, 10]"
849,[-5]
850,"[2, -0]"
851,"[2, -5, -5]"
852,"[1, 1, 1, 1, 1]"
853,"[1, 2, 3, 4, 5, 6, 7, 8, 9]"
854,"[40, 20, 90, 10]"
855,[-5]
856,"[2, -0]"
857,"[2, -5, -5]"
858,"[1, 1, 1, 1, 1]"
859,"[1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25]"
860,"[40, 20, 90, 10]"
861,[-5]
862,"[2, -0]"
863,"[2, -5, -5]"
864,"[1, 1, 1, 1, 1]"
865,"[1, 2, 3, 4, 5, 6, 7, 8, 9]"
866,"[40, 20, 90, 10]"
867,[-5]
868,"[1, 2, 3, 4, 5, 6, 7, 8, 9]"
869,"[40, 20, 90, 10]"
870,[-5]
871,"[2, -0]"
872,"[2, -5, -5]"
873,"[1, 1, 1, 1, 1]"
874,"[1, 2, 3, 4, 5, 6, 7, 8, 9]"
875,"[40, 20, 90, 10]"
876,[-5]
877,"[2, -0]"
878,"[2, -5, -5]"
879,"[1, 1, 1, 1, 1]"
880,"[1, 2, 3, 4, 5, 6, 7, 8, 9]"
881,"[40, 20, 90, 10]"
882,[-5]
883,"[2, -0]"
884,"[2, -5, -5]"
885,"[1, 1, 1, 1, 1]"
886,"[1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25]"
887,"[40, 20, 90, 10]"
888,[-5]
889,"[2, -0]"
890,"[2, -5, -5]"
891,"[1, 1, 1, 1, 1]"
892,"[1, 2, 3, 4, 5, 6, 7, 8, 9]"
893,"[40, 20, 90, 10]"
894,[-5]
895,"[1, 2, 3, 4, 5, 6, 7, 8, 9]"
896,"[40, 20, 90, 10]"
897,[-5]
898,"[2, -0]"
899,"[2, -5, -5]"
900,"[1, 1, 1, 1, 1]"
901,"[1, 2, 3, 4, 5, 6, 7, 8, 9]"
902,"[40, 20, 90, 10]"
903,[-5]
904,"[2, -0]"
905,"[2, -5, -5]"
906,"[1, 1, 1, 1, 1]"
907,"[1, 2, 3, 4, 5, 6, 7, 8, 9]"
908,"[40, 20, 90, 10]"
909,[-5]
910,"[2, -0]"
911,"[2, -5, -5]"
912,"[1, 1, 1, 1, 1]"
913,"[1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25]"
914,"[40, 20, 90, 10]"
915,[-5]
916,"[2, -0]"
917,"[2, -5, -5]"
918,"[1, 1, 1, 1, 1]"
919,"[1, 2, 3, 4, 5, 6, 7, 8, 9]"
920,"[40, 20, 90, 10]"
921,[-5]
922,"[1, 2, 3, 4, 5, 6, 7, 8, 9]"
923,"[40, 20, 90, 10]"
924,[-5]
925,"[2, -0]"
926,"[2, -5, -5]"
927,"[1, 1, 1, 1, 1]"
928,"[1, 2, 3, 4, 5, 6, 7, 8, 9]"
929,"[40, 20, 90, 10]"
930,[-5]
931,"[2, -0]"
932,"[2, -5, -5]"
933,"[1, 1, 1, 1, 1]"
934,"[1, 2, 3, 4, 5, 6, 7, 8, 9]"
935,"[40, 20, 90, 10]"
936,[-5]
937,"[2, -0]"
938,"[2, -5, -5]"
939,"[1, 1, 1, 1, 1]"
940,"[1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25]"
941,"[40, 20, 90, 10]"
942,[-5]
943,"[2, -0]"
944,"[2, -5, -5]"
945,"[1, 1, 1, 1, 1]"
946,"[1, 2, 3, 4, 5, 6, 7, 8, 9]"
947,"[40, 20, 90, 10]"
948,[-5]
949,"[1, 2, 3, 4, 5, 6, 7, 8, 9]"
950,"[40, 20, 90, 10]"
951,[-5]
952,"[2, -0]"
953,"[2, -5, -5]"
954,"[1, 1, 1, 1, 1]"
955,"[1, 2, 3, 4, 5, 6, 7, 8, 9]"
956,"[40, 20, 90, 10]"
957,[-5]
958,"[2, -0]"
959,"[2, -5, -5]"
960,"[1, 1, 1, 1, 1]"
961,"[1, 2, 3, 4, 5, 6, 7, 8, 9]"
962,"[40, 20, 90, 10]"
963,[-5]
964,"[2, -0]"
965,"[2, -5, -5]"
966,"[1, 1, 1, 1, 1]"
967,"[1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25]"
968,"[40, 20, 90, 10]"
969,[-5]
970,"[2, -0]"
971,"[2, -5, -5]"
972,"[1, 1, 1, 1, 1]"
973,"[1, 2, 3, 4, 5, 6, 7, 8, 9]"
974,"[40, 20, 90, 10]"
975,[-5]
976,"[1, 2, 3, 4, 5, 6, 7, 8, 9]"
977,"[40, 20, 90, 10]"
978,[-5]
979,"[2, -0]"
980,"[2, -5, -5]"
981,"[1, 1, 1, 1, 1]"
982,"[1, 2, 3, 4, 5, 6, 7, 8, 9]"
983,"[40, 20, 90, 10]"
984,[-5]
985,"[2, -0]"
986,"[2, -5, -5]"
987,"[1, 1, 1, 1, 1]"
988,"[1, 2, 3, 4, 5, 6, 7, 8, 9]"
989,"[40, 20, 90, 10]"
990,[-5]
991,"[2, -0]"
992,"[2, -5, -5]"
993,"[1, 1, 1, 1, 1]"
994,"[1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25]"
995,"[40, 20, 90, 10]"
996,[-5]
997,"[2, -0]"
998,"[2, -5, -5]"
999,"[1, 1, 1, 1, 1]"
1000,"[1, 2, 3, 4, 5, 6, 7, 8, 9]"
1001,"[40, 20, 90, 10]"
1002,[-5]
1003,"[1, 2, 3, 4, 5, 6, 7, 8, 9]"
1004,"[40, 20, 90, 10]"
1005,[-5]
1006,"[2, -0]"
1007,"[2, -5, -5]"
1008,"[1, 1, 1, 1, 1]"
1009,"[1, 2, 3, 4, 5, 6, 7, 8, 9]"
1010,"[40, 20, 90, 10]"
1011,[-5]
1012,"[2, -0]"
1013,"[2, -5, -5]"
1014,"[1, 1, 1, 1, 1]"
1015,"[1, 2, 3, 4, 5, 6, 7, 8, 9]"
1016,"[40, 20, 90, 10]"
1017,[-5]
1018,"[2, -0]"
1019,"[2, -5, -5]"
1020,"[1, 1, 1, 1, 1]"
1021,"[1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25]"
1022,"[40, 20, 90, 10]"
1023,[-5]
1024,"[2, -0]"
1025,"[2, -5, -5]"
1026,"[1, 1, 1, 1, 1]"
1027,"[1, 2, 3, 4, 5, 6, 7, 8, 9]"
1028,"[40, 20, 90, 10]"
1029,[-5]
1030,"[1, 2, 3, 4, 5, 6, 7, 8, 9]"
1031,"[40, 20, 90, 10]"
1032,[-5]
1033,"[2, -0]"
1034,"[2, -5, -5]"
1035,"[1, 1, 1, 1, 1]"
1036,"[1, 2, 3, 4, 5, 6, 7, 8, 9]"
1037,"[40, 20, 90, 10]"
1038,[-5]
1039,"[2, -0]"
